Bellman-Ford-Moore — Batch Results
Generated   : 2026-04-15 16:42:58
Input file  : C:\Users\helen\Desktop\5800FinalProject_BellmanFord\tests\real_world\p2p-gnutella.txt
Test cases  : 1

  I/O Overhead (shared across all test cases)
  io_read_sec        : 0.002210 s

============================================================
TEST CASE #1
============================================================

  Graph Details
  Representation     : LIST
  Vertices           : 10876
  Edges              : 39994
  Source             : 0

  Performance
  enqueue_count          : 23089
  total_relaxations      : 26825
  enqueue_ratio          : 2.12
  max_enqueues           : 6
  elapsed_sec            : 0.020174 s

  Performance Overhead
  graph_build_sec    : 0.008424 s

  Vertex     Distance        Path from source
  9398       198.0           0 → 3 → 23 → 115 → 397 → 1354 → 1760 → 1943 → 4197 → 5663 → 5903 → 8920 → 9398
  9399       212.0           0 → 3 → 23 → 115 → 397 → 1354 → 1760 → 1943 → 4197 → 5663 → 5903 → 8920 → 9399
  9400       267.0           0 → 3 → 23 → 115 → 397 → 1354 → 1760 → 1943 → 4197 → 5663 → 5903 → 8920 → 9400
  9401       275.0           0 → 3 → 23 → 109 → 387 → 1334 → 3337 → 2265 → 4576 → 6169 → 7672 → 8558 → 8342 → 8996 → 9401
  9402       371.0           0 → 3 → 23 → 109 → 386 → 1328 → 6340 → 5791 → 7433 → 8196 → 8916 → 9402
  9403       171.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 2899 → 9403
  9404       227.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2098 → 8228 → 8925 → 9404
  9405       326.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2098 → 8228 → 8925 → 9405
  9406       351.0           0 → 10 → 137 → 493 → 1597 → 920 → 1534 → 2684 → 5046 → 6949 → 8120 → 8856 → 9344 → 8231 → 8928 → 9406
  9407       319.0           0 → 10 → 137 → 493 → 1597 → 920 → 1534 → 2684 → 5046 → 6949 → 8120 → 8856 → 9344 → 8231 → 8928 → 9407
  9408       233.0           0 → 8 → 38 → 123 → 409 → 1377 → 3410 → 5705 → 9408
  9409       392.0           0 → 3 → 25 → 107 → 8843 → 9331 → 9677 → 7118 → 8230 → 8929 → 9409
  9410       307.0           0 → 10 → 136 → 1198 → 3125 → 889 → 1546 → 10045 → 9960 → 9410
  9411       340.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 7066 → 8185 → 9490 → 9783 → 9411
  9412       257.0           0 → 3 → 23 → 112 → 352 → 1263 → 3230 → 5335 → 7161 → 8258 → 8944 → 9412
  9413       301.0           0 → 3 → 23 → 112 → 352 → 1263 → 3230 → 5335 → 7161 → 8258 → 8944 → 9413
  9414       247.0           0 → 3 → 23 → 112 → 352 → 1263 → 3230 → 5335 → 7161 → 8258 → 8943 → 9414
  9415       498.0           0 → 10 → 136 → 1198 → 3125 → 889 → 1546 → 10457 → 10231 → 10340 → 10403 → 10488 → 9415
  9416       553.0           0 → 10 → 136 → 1198 → 3125 → 889 → 1546 → 10457 → 10231 → 10340 → 10403 → 10488 → 9415 → 9416
  9417       262.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2695 → 2531 → 4610 → 9417
  9418       319.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 5055 → 6101 → 7164 → 8261 → 8948 → 9418
  9419       335.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 5055 → 6101 → 7164 → 8261 → 8948 → 9419
  9420       311.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 5055 → 6101 → 7164 → 8261 → 8948 → 9420
  9421       216.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4475 → 1677 → 9421
  9422       321.0           0 → 3 → 23 → 112 → 352 → 1263 → 3230 → 5335 → 7161 → 8256 → 8950 → 9422
  9423       357.0           0 → 3 → 23 → 112 → 352 → 1263 → 3230 → 5335 → 7161 → 8256 → 8950 → 9423
  9424       152.0           0 → 10 → 136 → 5062 → 5064 → 9061 → 9424
  9425       345.0           0 → 3 → 23 → 112 → 352 → 1263 → 3230 → 5335 → 7161 → 8256 → 8952 → 9425
  9426       374.0           0 → 3 → 23 → 112 → 352 → 1263 → 3230 → 5335 → 7161 → 8256 → 8953 → 9426
  9427       308.0           0 → 3 → 23 → 112 → 352 → 1263 → 3230 → 5335 → 7161 → 8256 → 8953 → 9427
  9428       392.0           0 → 3 → 23 → 112 → 352 → 1263 → 3230 → 5335 → 7161 → 8256 → 8953 → 9428
  9429       453.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 5901 → 1359 → 567 → 1827 → 3826 → 6040 → 7585 → 8496 → 8267 → 8956 → 9429
  9430       461.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 5901 → 1359 → 567 → 1827 → 3826 → 6040 → 7585 → 8496 → 8267 → 8956 → 9430
  9431       284.0           0 → 10 → 141 → 510 → 1642 → 1663 → 185 → 3578 → 5831 → 7521 → 9134 → 9431
  9432       242.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 407 → 1364 → 3379 → 9076 → 8954 → 9432
  9433       304.0           0 → 10 → 137 → 493 → 1597 → 920 → 1537 → 1030 → 2823 → 5197 → 7068 → 8192 → 8908 → 9433
  9434       269.0           0 → 10 → 137 → 289 → 1070 → 2527 → 2736 → 5089 → 10706 → 10041 → 8962 → 9434
  9435       321.0           0 → 10 → 137 → 289 → 1070 → 2527 → 2736 → 5089 → 10706 → 10041 → 8962 → 9435
  9436       288.0           0 → 10 → 137 → 289 → 1070 → 2527 → 2736 → 5089 → 10706 → 10041 → 8962 → 9436
  9437       323.0           0 → 10 → 137 → 289 → 1070 → 2527 → 2736 → 5089 → 10706 → 10041 → 8962 → 9437
  9438       361.0           0 → 10 → 137 → 495 → 893 → 261 → 935 → 2683 → 6323 → 7514 → 7174 → 8275 → 8965 → 9438
  9439       337.0           0 → 3 → 23 → 112 → 352 → 1263 → 2535 → 3065 → 5386 → 7178 → 6560 → 7994 → 9439
  9440       398.0           0 → 10 → 141 → 510 → 1642 → 2425 → 1186 → 3109 → 5444 → 7203 → 8292 → 8972 → 9440
  9441       398.0           0 → 10 → 141 → 510 → 1642 → 2425 → 1186 → 3109 → 5444 → 7203 → 8292 → 8972 → 9441
  9442       386.0           0 → 10 → 141 → 510 → 1642 → 2425 → 1186 → 3109 → 5444 → 7203 → 8292 → 8973 → 9442
  9443       380.0           0 → 10 → 141 → 510 → 1642 → 2425 → 1186 → 3109 → 5444 → 7203 → 8292 → 8973 → 9443
  9444       287.0           0 → 10 → 141 → 504 → 1782 → 570 → 3300 → 5593 → 7282 → 8331 → 8975 → 9444
  9445       308.0           0 → 10 → 136 → 1198 → 3127 → 3114 → 3941 → 6161 → 7669 → 9813 → 9445
  9446       257.0           0 → 3 → 23 → 109 → 387 → 1333 → 1904 → 3857 → 6088 → 7606 → 8338 → 8989 → 9446
  9447       327.0           0 → 8 → 39 → 157 → 562 → 1766 → 8821 → 7255 → 8326 → 8986 → 9447
  9448       266.0           0 → 3 → 23 → 109 → 387 → 1333 → 1904 → 3857 → 6088 → 7606 → 8338 → 8994 → 9448
  9449       251.0           0 → 3 → 23 → 109 → 387 → 1333 → 1904 → 3857 → 6088 → 7606 → 8338 → 8994 → 9449
  9450       297.0           0 → 3 → 23 → 109 → 387 → 1333 → 1904 → 3857 → 6088 → 7606 → 8338 → 8994 → 9450
  9451       239.0           0 → 3 → 23 → 109 → 387 → 1334 → 3337 → 2265 → 4576 → 6169 → 7672 → 8558 → 8342 → 8996 → 9451
  9452       275.0           0 → 3 → 23 → 109 → 387 → 1334 → 3337 → 2265 → 4576 → 6169 → 7672 → 8558 → 8342 → 8996 → 9452
  9453       246.0           0 → 3 → 23 → 109 → 387 → 1334 → 3337 → 2265 → 4576 → 6169 → 7672 → 8558 → 8342 → 8996 → 9453
  9454       216.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2264 → 4569 → 3220 → 9299 → 9653 → 9454
  9455       286.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769 → 3767 → 5998 → 7565 → 8489 → 9054 → 9500 → 9002 → 9455
  9456       258.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769 → 3767 → 5998 → 7565 → 8489 → 9054 → 9500 → 9002 → 9456
  9457       274.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769 → 3767 → 5998 → 7565 → 8489 → 9054 → 9500 → 9002 → 9457
  9458       352.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769 → 3767 → 5998 → 7565 → 8489 → 9054 → 9500 → 9002 → 9458
  9459       280.0           0 → 10 → 144 → 516 → 1299 → 3274 → 4864 → 2662 → 8749 → 9004 → 9459
  9460       244.0           0 → 10 → 144 → 516 → 1299 → 3274 → 4864 → 2662 → 8749 → 9004 → 9460
  9461       220.0           0 → 10 → 137 → 493 → 1597 → 920 → 697 → 77 → 80 → 240 → 847 → 2437 → 9461
  9462       281.0           0 → 10 → 144 → 519 → 1655 → 4711 → 2138 → 9462
  9463       361.0           0 → 10 → 137 → 289 → 1067 → 2883 → 5258 → 6271 → 7731 → 8604 → 9003 → 9463
  9464       271.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2127 → 4451 → 5920 → 9181 → 9594 → 9848 → 9464
  9465       386.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 1487 → 3607 → 5854 → 7369 → 8369 → 9012 → 9465
  9466       inf             <unreachable>
  9467       334.0           0 → 3 → 23 → 112 → 352 → 1263 → 3230 → 5335 → 7161 → 8258 → 8375 → 9013 → 9467
  9468       220.0           0 → 10 → 141 → 510 → 1642 → 1663 → 185 → 3578 → 5831 → 7521 → 9134 → 9018 → 9468
  9469       295.0           0 → 10 → 141 → 510 → 1642 → 1663 → 185 → 3578 → 5831 → 7521 → 9134 → 9018 → 9469
  9470       251.0           0 → 10 → 141 → 510 → 1642 → 1663 → 185 → 3578 → 5831 → 7521 → 9134 → 9018 → 9470
  9471       314.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 3555 → 3282 → 3925 → 9828 → 10020 → 8861 → 9021 → 9471
  9472       269.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 3555 → 3282 → 3925 → 9828 → 10020 → 8861 → 9021 → 9472
  9473       316.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 3630 → 5806 → 6636 → 9519 → 9024 → 9473
  9474       187.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 3555 → 3282 → 3925 → 9474
  9475       476.0           0 → 3 → 23 → 109 → 387 → 1339 → 3078 → 2178 → 5747 → 7410 → 8392 → 9025 → 9475
  9476       374.0           0 → 10 → 137 → 495 → 1281 → 3236 → 5546 → 5744 → 7408 → 8388 → 9022 → 9476
  9477       230.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 1487 → 3602 → 9477
  9478       219.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4475 → 1677 → 9635 → 9478
  9479       263.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769 → 3767 → 5998 → 7565 → 8488 → 9080 → 9520 → 9479
  9480       211.0           0 → 10 → 137 → 289 → 1070 → 2527 → 2736 → 5089 → 10706 → 9480
  9481       335.0           0 → 10 → 137 → 495 → 893 → 261 → 935 → 2683 → 8559 → 8457 → 7453 → 8422 → 9034 → 9481
  9482       136.0           0 → 10 → 144 → 519 → 1655 → 9482
  9483       386.0           0 → 3 → 23 → 115 → 397 → 1353 → 2144 → 683 → 2056 → 3066 → 4128 → 6329 → 7775 → 8624 → 9035 → 9483
  9484       397.0           0 → 3 → 23 → 115 → 397 → 1353 → 2144 → 683 → 2056 → 3066 → 4128 → 6329 → 7775 → 8624 → 9035 → 9484
  9485       357.0           0 → 3 → 23 → 115 → 397 → 1353 → 2144 → 683 → 2056 → 3066 → 4128 → 6329 → 7775 → 8624 → 9035 → 9485
  9486       329.0           0 → 3 → 23 → 115 → 397 → 1353 → 2144 → 683 → 2056 → 3066 → 4128 → 6329 → 7775 → 8624 → 9035 → 9486
  9487       163.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 2899 → 9206 → 9487
  9488       282.0           0 → 3 → 23 → 115 → 397 → 1197 → 2192 → 4506 → 4960 → 5768 → 5534 → 7248 → 8320 → 8984 → 9488
  9489       198.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 7066 → 8185 → 9489
  9490       201.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 7066 → 8185 → 9490
  9491       303.0           0 → 10 → 137 → 289 → 1068 → 2886 → 7507 → 8454 → 3210 → 9491
  9492       278.0           0 → 10 → 137 → 289 → 1068 → 2886 → 7507 → 8454 → 3210 → 9492
  9493       303.0           0 → 10 → 144 → 519 → 1657 → 5789 → 8426 → 9052 → 9493
  9494       323.0           0 → 10 → 144 → 519 → 1657 → 5789 → 8426 → 9052 → 9494
  9495       305.0           0 → 10 → 137 → 495 → 893 → 261 → 935 → 2683 → 6323 → 7514 → 8456 → 9053 → 9495
  9496       261.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4475 → 1677 → 9421 → 9496
  9497       345.0           0 → 10 → 137 → 495 → 893 → 261 → 935 → 2683 → 6323 → 7514 → 8456 → 9053 → 9497
  9498       258.0           0 → 10 → 137 → 495 → 893 → 261 → 935 → 2683 → 6323 → 7514 → 8456 → 9053 → 9498
  9499       281.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769 → 3767 → 5998 → 7565 → 8489 → 9054 → 9499
  9500       230.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769 → 3767 → 5998 → 7565 → 8489 → 9054 → 9500
  9501       231.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 3555 → 3282 → 3925 → 8459 → 9055 → 9501
  9502       422.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 167 → 615 → 1905 → 2034 → 4318 → 5973 → 7553 → 8461 → 9057 → 9502
  9503       373.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 167 → 615 → 1905 → 2034 → 4318 → 5973 → 7553 → 8461 → 9057 → 9503
  9504       364.0           0 → 3 → 23 → 109 → 387 → 1339 → 3338 → 4564 → 6440 → 7849 → 9250 → 9504
  9505       186.0           0 → 10 → 136 → 5062 → 5064 → 9061 → 9505
  9506       238.0           0 → 10 → 136 → 5062 → 5064 → 9061 → 9506
  9507       204.0           0 → 10 → 136 → 5062 → 5064 → 9061 → 9507
  9508       309.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 3555 → 3282 → 3925 → 8459 → 9056 → 9508
  9509       307.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 3555 → 3282 → 3925 → 8459 → 9056 → 9509
  9510       285.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769 → 3767 → 5998 → 7567 → 8484 → 9071 → 9510
  9511       292.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769 → 3767 → 5998 → 7567 → 8484 → 9071 → 9511
  9512       319.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769 → 3767 → 5998 → 7565 → 8489 → 9073 → 9512
  9513       289.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769 → 3767 → 5998 → 7565 → 8489 → 9073 → 9513
  9514       336.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769 → 3767 → 5998 → 7565 → 8489 → 9073 → 9514
  9515       183.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 407 → 1364 → 3379 → 9076 → 9515
  9516       265.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 3630 → 5806 → 6636 → 9516
  9517       312.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 3630 → 5806 → 6636 → 9517
  9518       284.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 3630 → 5806 → 6636 → 9518
  9519       222.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 3630 → 5806 → 6636 → 9519
  9520       244.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769 → 3767 → 5998 → 7565 → 8488 → 9080 → 9520
  9521       241.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769 → 3767 → 5998 → 7565 → 8488 → 9080 → 9521
  9522       224.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769 → 3767 → 5998 → 7565 → 8488 → 9080 → 9522
  9523       144.0           0 → 10 → 144 → 519 → 1655 → 9523
  9524       235.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 2899 → 9524
  9525       195.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 2899 → 9525
  9526       378.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 2899 → 6656 → 7932 → 6937 → 8106 → 8850 → 9083 → 9526
  9527       380.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 2899 → 6656 → 7932 → 6937 → 8106 → 8850 → 9083 → 9527
  9528       367.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 2899 → 6656 → 7932 → 6937 → 8106 → 8850 → 9083 → 9528
  9529       177.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 5901 → 1359 → 2486 → 9529
  9530       115.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 5901 → 1359 → 2486 → 9530
  9531       193.0           0 → 10 → 144 → 519 → 1655 → 9774 → 9531
  9532       312.0           0 → 10 → 141 → 510 → 1642 → 1663 → 185 → 3578 → 5831 → 7521 → 9134 → 9092 → 9532
  9533       258.0           0 → 10 → 141 → 510 → 1642 → 1663 → 185 → 3578 → 5831 → 7521 → 9134 → 9092 → 9533
  9534       282.0           0 → 10 → 141 → 510 → 1642 → 1663 → 185 → 3578 → 5831 → 7521 → 9134 → 9092 → 9534
  9535       326.0           0 → 10 → 137 → 493 → 1597 → 920 → 1537 → 3680 → 5499 → 7230 → 7361 → 2181 → 4493 → 5909 → 10429 → 9100 → 9535
  9536       183.0           0 → 10 → 136 → 1198 → 3125 → 889 → 1546 → 9536
  9537       376.0           0 → 10 → 137 → 493 → 1597 → 920 → 1537 → 3680 → 5499 → 7230 → 7361 → 2181 → 4493 → 5909 → 10429 → 9100 → 9537
  9538       315.0           0 → 10 → 137 → 493 → 1597 → 920 → 1537 → 3680 → 5499 → 7230 → 7361 → 2181 → 4493 → 5909 → 10429 → 9100 → 9538
  9539       215.0           0 → 10 → 144 → 519 → 1655 → 4711 → 9539
  9540       546.0           0 → 10 → 137 → 495 → 893 → 1072 → 2902 → 2062 → 4352 → 6105 → 7627 → 8535 → 9105 → 9540
  9541       498.0           0 → 10 → 137 → 495 → 893 → 1072 → 2902 → 2062 → 4352 → 6105 → 7627 → 8535 → 9105 → 9541
  9542       556.0           0 → 10 → 137 → 495 → 893 → 1072 → 2902 → 2062 → 4352 → 6105 → 7627 → 8535 → 9105 → 9542
  9543       269.0           0 → 3 → 25 → 107 → 8843 → 9331 → 9543
  9544       305.0           0 → 3 → 23 → 115 → 397 → 1354 → 1760 → 1943 → 4197 → 5663 → 5903 → 8920 → 9110 → 9544
  9545       267.0           0 → 10 → 137 → 493 → 1597 → 920 → 1537 → 3680 → 5499 → 7230 → 10516 → 9545
  9546       187.0           0 → 3 → 25 → 107 → 8843 → 9331 → 9546
  9547       202.0           0 → 10 → 144 → 516 → 1652 → 130 → 448 → 5150 → 7019 → 9547
  9548       252.0           0 → 10 → 144 → 516 → 1652 → 130 → 448 → 5150 → 7019 → 9548
  9549       244.0           0 → 10 → 144 → 519 → 1655 → 4711 → 2138 → 9549
  9550       300.0           0 → 10 → 144 → 519 → 1657 → 5789 → 4992 → 9550
  9551       360.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 3555 → 3282 → 3925 → 8536 → 9113 → 9551
  9552       240.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 3555 → 3282 → 3925 → 8536 → 9112 → 9552
  9553       344.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 167 → 615 → 1905 → 4150 → 6346 → 7794 → 8634 → 9116 → 9553
  9554       415.0           0 → 10 → 144 → 519 → 1657 → 5789 → 7078 → 6171 → 7676 → 8557 → 9118 → 9554
  9555       389.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769 → 3767 → 5998 → 7567 → 8484 → 9071 → 8511 → 9090 → 9555
  9556       231.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 1808 → 4048 → 6240 → 9556
  9557       280.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 4807 → 6836 → 7687 → 8566 → 9124 → 9557
  9558       333.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 4807 → 6836 → 7687 → 8566 → 9124 → 9558
  9559       275.0           0 → 10 → 144 → 516 → 1299 → 3274 → 4864 → 2662 → 8749 → 9004 → 9093 → 9559
  9560       408.0           0 → 3 → 23 → 115 → 397 → 1353 → 2144 → 683 → 2057 → 2876 → 4057 → 6208 → 7690 → 8573 → 9130 → 9560
  9561       319.0           0 → 3 → 23 → 115 → 397 → 1353 → 2144 → 683 → 2057 → 2876 → 4057 → 6208 → 7690 → 8573 → 9130 → 9561
  9562       242.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2695 → 2531 → 4610 → 9131 → 9562
  9563       210.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2695 → 2531 → 4610 → 9131 → 9563
  9564       340.0           0 → 3 → 23 → 115 → 397 → 1353 → 2144 → 683 → 2057 → 2876 → 4057 → 6208 → 7690 → 8572 → 9129 → 9564
  9565       197.0           0 → 10 → 144 → 519 → 1657 → 9565
  9566       222.0           0 → 10 → 144 → 519 → 1657 → 9566
  9567       240.0           0 → 10 → 137 → 493 → 1597 → 1042 → 2828 → 3858 → 9144 → 9567
  9568       245.0           0 → 10 → 137 → 493 → 1597 → 1042 → 2828 → 3858 → 9146 → 9568
  9569       399.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2264 → 3554 → 669 → 385 → 3684 → 3565 → 7742 → 8611 → 9150 → 9569
  9570       146.0           0 → 10 → 144 → 519 → 1655 → 9570
  9571       453.0           0 → 10 → 144 → 516 → 1299 → 3274 → 4864 → 2662 → 8749 → 7752 → 8621 → 9155 → 9571
  9572       431.0           0 → 10 → 144 → 516 → 1299 → 3274 → 4864 → 2662 → 8749 → 7752 → 8621 → 9155 → 9572
  9573       289.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769 → 3767 → 5998 → 7565 → 8489 → 9054 → 9500 → 9002 → 9457 → 9573
  9574       416.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2264 → 3554 → 669 → 385 → 3684 → 3565 → 7742 → 8611 → 9149 → 9574
  9575       452.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2264 → 3554 → 669 → 385 → 3684 → 3565 → 7742 → 8611 → 9149 → 9575
  9576       410.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2264 → 3554 → 669 → 385 → 3684 → 3565 → 7742 → 8611 → 9149 → 9576
  9577       298.0           0 → 10 → 141 → 510 → 1642 → 1663 → 185 → 3578 → 5831 → 7521 → 9134 → 9577
  9578       272.0           0 → 10 → 141 → 510 → 1642 → 1663 → 185 → 3578 → 5831 → 7521 → 9134 → 9578
  9579       262.0           0 → 10 → 141 → 510 → 1642 → 1663 → 185 → 3578 → 5831 → 7521 → 9134 → 9579
  9580       212.0           0 → 10 → 141 → 510 → 1642 → 1663 → 185 → 3578 → 5831 → 7521 → 9134 → 9580
  9581       283.0           0 → 10 → 141 → 510 → 1642 → 1663 → 185 → 3578 → 5831 → 7521 → 9134 → 9581
  9582       275.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2695 → 2531 → 4610 → 9417 → 9582
  9583       411.0           0 → 3 → 26 → 89 → 272 → 985 → 2757 → 4189 → 6413 → 7530 → 8466 → 9062 → 9160 → 9583
  9584       251.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 7066 → 8185 → 9489 → 9584
  9585       441.0           0 → 10 → 144 → 516 → 1299 → 3274 → 4864 → 4903 → 6884 → 8083 → 8829 → 9161 → 9585
  9586       343.0           0 → 10 → 137 → 495 → 893 → 261 → 935 → 2683 → 8559 → 8457 → 8625 → 9163 → 9586
  9587       191.0           0 → 10 → 144 → 519 → 1655 → 9776 → 9587
  9588       315.0           0 → 10 → 136 → 1198 → 3125 → 408 → 1367 → 3402 → 9166 → 9588
  9589       398.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 167 → 615 → 1905 → 4150 → 6346 → 7794 → 8634 → 9167 → 9589
  9590       362.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 167 → 615 → 1905 → 4150 → 6346 → 7794 → 8634 → 9167 → 9590
  9591       338.0           0 → 10 → 136 → 1198 → 3125 → 408 → 1367 → 3402 → 9164 → 9591
  9592       228.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2127 → 4451 → 5920 → 9181 → 9592
  9593       214.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2127 → 4451 → 5920 → 9181 → 9593
  9594       237.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2127 → 4451 → 5920 → 9181 → 9594
  9595       224.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2127 → 4451 → 5920 → 9181 → 9595
  9596       238.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2127 → 4451 → 5920 → 9181 → 9596
  9597       321.0           0 → 3 → 26 → 89 → 272 → 985 → 2757 → 4189 → 6413 → 7530 → 8466 → 8647 → 9187 → 9597
  9598       318.0           0 → 3 → 26 → 89 → 272 → 985 → 2757 → 4189 → 6413 → 7530 → 8466 → 8647 → 9187 → 9598
  9599       305.0           0 → 3 → 26 → 89 → 272 → 985 → 2757 → 4189 → 6413 → 7530 → 8466 → 8647 → 9187 → 9599
  9600       220.0           0 → 10 → 141 → 504 → 1782 → 2975 → 9600
  9601       215.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2127 → 4451 → 5920 → 9180 → 9601
  9602       376.0           0 → 3 → 23 → 112 → 352 → 1263 → 2535 → 3065 → 5386 → 7178 → 6560 → 8660 → 9191 → 9602
  9603       386.0           0 → 3 → 23 → 112 → 352 → 1263 → 2535 → 3065 → 5386 → 7178 → 6560 → 8660 → 9191 → 9603
  9604       250.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 2273 → 4580 → 6567 → 5517 → 7236 → 9604
  9605       499.0           0 → 3 → 23 → 112 → 358 → 678 → 2077 → 4373 → 6486 → 7864 → 8669 → 9200 → 9605
  9606       548.0           0 → 3 → 23 → 112 → 358 → 678 → 2077 → 4373 → 6486 → 7864 → 8669 → 9200 → 9606
